id_alumno,genero,edad,provincia,situacion_laboral,horas_trabajo_sem,horas_estudio_sem,materia,asistencia_pct,parcial_1_pct,parcial_2_pct,parcial_3_pct,nota_final_pct,condicion_cursado,aprobado
130,M,18,Santa Fe,Part-time,15,8.0,Estadistica,94,47,63,54,73,Regular,Si
131,F,33,Buenos Aires,No trabaja,0,18.0,Estadistica,92,89,90,74,100,Promocion,Si
132,F,23,Buenos Aires,No trabaja,0,14.0,Estadistica,77,47,59,73,62,Libre,No
133,M,19,CABA,No trabaja,0,7.0,Estadistica,85,46,79,49,71,Regular,Si
134,M,29,Buenos Aires,Part-time,24,2.0,Estadistica,61,46,52,45,52,Libre,No
135,M,29,San Juan,No trabaja,0,9.0,Estadistica,68,64,65,49,39,Libre,No
136,M,35,Chaco,Full-time,46,7.0,Estadistica,78,52,55,44,64,Libre,No
137,M,26,Buenos Aires,Part-time,18,7.0,Estadistica,88,53,66,66,56,Regular,No
138,M,35,Buenos Aires,Part-time,14,16.0,Estadistica,68,54,59,43,65,Libre,No
139,F,20,Buenos Aires,No trabaja,0,6.0,Estadistica,99,59,61,62,69,Regular,No
140,F,35,Buenos Aires,No trabaja,0,9.0,Estadistica,61,41,51,56,49,Libre,No
141,M,18,Salta,Part-time,24,12.0,Estadistica,76,54,73,66,63,Libre,No
142,F,34,San Luis,Full-time,48,4.0,Estadistica,94,61,44,64,61,Regular,No
143,M,38,Mendoza,No trabaja,0,3.0,Estadistica,69,46,43,57,48,Libre,No
144,M,19,Buenos Aires,No trabaja,0,12.0,Estadistica,78,46,59,60,58,Libre,No
145,F,31,Santa Fe,Full-time,39,1.0,Estadistica,84,79,50,55,63,Regular,No
146,F,25,Buenos Aires,Part-time,28,14.0,Estadistica,86,55,60,46,56,Regular,No
147,M,29,Cordoba,No trabaja,0,3.0,Estadistica,60,44,39,41,38,Libre,No
148,F,22,Santa Fe,No trabaja,0,8.0,Estadistica,96,70,91,62,76,Regular,Si
149,F,36,Buenos Aires,Full-time,42,10.0,Estadistica,81,74,57,46,63,Regular,No
150,M,18,Chaco,No trabaja,0,13.0,Estadistica,100,70,82,73,86,Promocion,Si
151,F,27,Buenos Aires,No trabaja,0,12.0,Estadistica,100,75,75,66,56,Regular,No
152,F,32,Buenos Aires,Part-time,18,20.0,Estadistica,91,75,77,100,100,Promocion,Si
153,M,20,Salta,Part-time,21,13.0,Estadistica,91,68,65,76,79,Regular,Si
154,M,37,CABA,Full-time,39,4.0,Estadistica,77,55,54,46,73,Libre,Si
155,M,20,Buenos Aires,Full-time,46,3.0,Estadistica,64,46,46,45,45,Libre,No
156,F,29,Cordoba,Part-time,24,11.0,Estadistica,82,56,65,55,78,Regular,Si
157,M,25,Misiones,Part-time,27,7.0,Estadistica,94,55,77,68,83,Regular,Si
158,M,31,Tucuman,No trabaja,0,11.0,Estadistica,74,67,56,62,77,Libre,Si
159,F,29,Buenos Aires,Part-time,29,1.0,Estadistica,63,37,44,28,49,Libre,No
160,F,18,CABA,Full-time,42,6.0,Estadistica,92,65,56,77,77,Regular,Si
161,F,18,Tucuman,Full-time,36,9.0,Estadistica,94,62,73,77,75,Regular,Si
162,F,32,Cordoba,Full-time,42,8.0,Estadistica,86,41,62,60,77,Regular,Si
163,F,27,CABA,No trabaja,0,14.0,Estadistica,72,40,69,44,75,Libre,Si
164,M,29,Entre Rios,Part-time,12,4.0,Estadistica,74,47,62,50,53,Libre,No
165,M,19,Buenos Aires,No trabaja,0,12.0,Estadistica,89,74,73,67,60,Regular,No
166,M,23,Santa Fe,Part-time,26,7.0,Estadistica,77,66,62,48,52,Libre,No
167,M,20,Buenos Aires,Part-time,16,13.0,Estadistica,81,79,58,66,73,Regular,Si
168,F,18,San Luis,No trabaja,0,14.0,Estadistica,92,79,92,78,71,Promocion,Si
169,M,18,Chaco,Full-time,39,2.0,Estadistica,92,52,60,58,65,Regular,No
170,M,18,San Juan,No trabaja,0,9.0,Estadistica,90,72,52,66,75,Regular,Si
171,M,25,Buenos Aires,No trabaja,0,9.0,Estadistica,87,62,65,68,64,Regular,No
172,F,19,Buenos Aires,No trabaja,0,6.0,Estadistica,78,66,64,59,85,Libre,Si
173,F,26,CABA,Part-time,17,4.0,Estadistica,63,28,35,45,56,Libre,No
174,F,36,Buenos Aires,No trabaja,0,11.0,Estadistica,82,69,66,75,74,Regular,Si
175,M,29,Buenos Aires,Full-time,41,6.0,Estadistica,74,68,41,46,53,Libre,No
176,F,18,Mendoza,No trabaja,0,10.0,Estadistica,100,62,64,89,85,Regular,Si
177,F,34,Buenos Aires,No trabaja,0,10.0,Estadistica,99,66,67,48,72,Regular,Si
178,F,32,Neuquen,Full-time,51,6.0,Estadistica,85,64,66,43,52,Regular,No
179,M,25,Buenos Aires,Part-time,17,12.0,Estadistica,86,71,54,81,50,Regular,No
180,F,23,Buenos Aires,No trabaja,0,15.0,Estadistica,89,69,74,70,90,Regular,Si
181,F,34,Buenos Aires,No trabaja,0,4.0,Estadistica,80,59,54,65,53,Regular,No
182,M,30,Buenos Aires,Part-time,30,4.0,Estadistica,70,35,48,46,46,Libre,No
183,F,21,Tucuman,No trabaja,0,6.0,Estadistica,94,55,37,64,59,Regular,No
184,F,18,Buenos Aires,Part-time,20,13.0,Estadistica,83,65,66,56,71,Regular,Si
185,F,30,CABA,Part-time,23,18.0,Estadistica,78,73,72,71,92,Libre,Si
186,F,29,Buenos Aires,No trabaja,0,6.0,Estadistica,79,65,56,60,64,Libre,No
187,F,23,Jujuy,No trabaja,0,13.0,Estadistica,86,67,61,66,55,Regular,No
188,M,30,Chaco,Part-time,22,10.0,Estadistica,88,70,50,59,65,Regular,No
189,F,30,Buenos Aires,No trabaja,0,10.0,Estadistica,89,63,62,48,71,Regular,Si
190,F,19,Salta,No trabaja,0,7.0,Estadistica,86,54,72,59,87,Regular,Si
191,M,25,CABA,Part-time,23,12.0,Estadistica,87,58,65,62,65,Regular,No
192,M,24,Neuquen,Part-time,15,7.0,Estadistica,65,40,48,61,56,Libre,No
193,F,29,Buenos Aires,No trabaja,0,13.0,Estadistica,81,41,71,71,65,Regular,No
194,F,29,Salta,Part-time,21,6.0,Estadistica,62,46,55,69,44,Libre,No
195,M,20,Mendoza,Part-time,16,0.0,Estadistica,68,28,30,56,56,Libre,No
196,F,23,Santa Fe,Part-time,18,9.0,Estadistica,77,49,61,81,74,Libre,Si
197,M,38,Buenos Aires,No trabaja,0,14.0,Estadistica,84,49,59,41,34,Regular,No
198,F,24,Tierra del Fuego,No trabaja,0,8.0,Estadistica,71,63,41,70,75,Libre,Si
199,M,32,Santa Fe,Part-time,19,7.0,Estadistica,89,58,48,52,76,Regular,Si
200,M,20,Mendoza,Part-time,11,10.0,Estadistica,92,73,68,72,71,Regular,Si
201,F,22,Buenos Aires,No trabaja,0,8.0,Estadistica,74,52,54,54,70,Libre,Si
202,F,25,Buenos Aires,No trabaja,0,16.0,Estadistica,98,80,85,79,83,Promocion,Si
203,M,18,Santa Fe,No trabaja,0,14.0,Estadistica,83,50,70,71,72,Regular,Si
204,F,34,Buenos Aires,Full-time,47,8.0,Estadistica,93,73,54,77,66,Regular,No
205,F,29,Mendoza,No trabaja,0,18.0,Estadistica,84,83,64,61,84,Regular,Si
206,M,35,CABA,No trabaja,0,6.0,Estadistica,91,65,59,71,81,Regular,Si
207,F,33,CABA,No trabaja,0,7.0,Estadistica,76,48,47,54,57,Libre,No
208,M,18,Buenos Aires,No trabaja,0,14.0,Estadistica,100,81,82,80,88,Promocion,Si
209,F,31,Buenos Aires,No trabaja,0,11.0,Estadistica,90,88,59,82,73,Regular,Si
210,F,27,Buenos Aires,No trabaja,0,7.0,Estadistica,73,61,71,55,67,Libre,No
211,F,30,CABA,Part-time,23,5.0,Estadistica,70,49,43,55,54,Libre,No
212,M,22,Cordoba,Part-time,28,22.0,Estadistica,100,82,84,79,79,Promocion,Si
213,F,18,Buenos Aires,Part-time,30,8.0,Estadistica,80,39,61,59,62,Regular,No
214,F,43,Misiones,Part-time,19,10.0,Estadistica,86,62,57,47,43,Regular,No
215,M,31,Rio Negro,No trabaja,0,5.0,Estadistica,74,33,50,47,76,Libre,Si
216,M,20,Jujuy,No trabaja,0,13.0,Estadistica,84,62,55,51,72,Regular,Si
217,F,49,Santa Fe,No trabaja,0,10.0,Estadistica,100,83,77,67,79,Regular,Si
218,M,30,Jujuy,Part-time,30,,Estadistica,79,52,69,70,64,Libre,No
219,M,28,Cordoba,Part-time,27,6.0,Estadistica,74,64,64,58,51,Libre,No
220,M,30,Mendoza,No trabaja,0,5.0,Estadistica,77,56,54,54,44,Libre,No
221,M,25,San Luis,No trabaja,0,15.0,Estadistica,100,67,89,78,100,Regular,Si
222,F,29,Entre Rios,Part-time,21,4.0,Estadistica,79,55,59,62,55,Libre,No
223,M,28,Buenos Aires,No trabaja,0,16.0,Estadistica,83,69,58,94,76,Regular,Si
224,M,20,Buenos Aires,Part-time,22,15.0,Estadistica,100,86,74,70,84,Promocion,Si
225,F,18,Santa Fe,No trabaja,0,15.0,Estadistica,92,66,88,78,79,Regular,Si
226,M,18,Salta,Part-time,17,6.0,Estadistica,77,46,57,45,59,Libre,No
227,F,30,Buenos Aires,No trabaja,0,18.0,Estadistica,95,85,77,79,91,Promocion,Si
228,M,32,Tucuman,No trabaja,0,4.0,Estadistica,75,38,49,27,50,Libre,No
229,F,18,Cordoba,Part-time,15,8.0,Estadistica,81,63,78,78,74,Regular,Si
230,M,32,Cordoba,Full-time,52,17.0,Estadistica,95,59,67,64,97,Regular,Si
231,F,26,CABA,No trabaja,0,8.0,Estadistica,94,72,56,64,59,Regular,No
232,F,23,Santa Fe,No trabaja,0,1.0,Estadistica,95,49,46,65,63,Regular,No
233,F,32,San Luis,Full-time,47,4.0,Estadistica,72,69,54,39,58,Libre,No
234,M,22,Cordoba,Full-time,36,1.0,Estadistica,74,50,42,40,55,Libre,No
235,X,20,La Pampa,Part-time,14,12.0,Estadistica,97,96,76,87,89,Promocion,Si
236,F,29,Mendoza,No trabaja,0,18.0,Estadistica,97,74,73,92,100,Promocion,Si
237,F,35,Neuquen,No trabaja,0,14.0,Estadistica,78,63,60,68,72,Libre,Si
238,M,22,Buenos Aires,Full-time,33,6.0,Estadistica,78,74,36,56,65,Libre,No
239,M,27,Buenos Aires,Full-time,40,2.0,Estadistica,79,56,39,49,55,Libre,No
240,F,37,CABA,Full-time,45,,Estadistica,98,67,63,95,67,Regular,No
241,M,31,Santa Fe,Part-time,22,,Estadistica,81,69,54,63,59,Regular,No
242,F,19,Chaco,Part-time,12,3.0,Estadistica,96,56,34,75,48,Regular,No
243,M,18,Buenos Aires,Part-time,14,9.0,Estadistica,81,72,40,60,69,Regular,No
244,F,28,La Pampa,No trabaja,0,13.0,Estadistica,96,64,86,65,84,Regular,Si
245,M,18,Salta,No trabaja,0,8.0,Estadistica,100,85,53,86,64,Regular,No
246,M,38,Neuquen,No trabaja,0,11.0,Estadistica,100,100,71,69,97,Regular,Si
247,F,23,CABA,Part-time,17,15.0,Estadistica,82,66,79,67,68,Regular,No
248,M,24,Buenos Aires,No trabaja,0,16.0,Estadistica,84,70,85,60,92,Regular,Si
249,F,23,Santa Fe,No trabaja,0,9.0,Estadistica,90,66,66,62,79,Regular,Si
250,M,19,Santa Fe,No trabaja,0,18.0,Estadistica,80,72,69,75,83,Regular,Si
251,M,24,CABA,No trabaja,0,11.0,Estadistica,75,57,69,55,53,Libre,No
252,M,25,Buenos Aires,No trabaja,0,19.0,Estadistica,97,95,94,86,85,Promocion,Si
253,F,35,Buenos Aires,No trabaja,0,4.0,Estadistica,72,53,51,51,53,Libre,No
254,M,21,Buenos Aires,No trabaja,0,11.0,Estadistica,76,70,85,61,72,Libre,Si
255,X,42,Cordoba,Part-time,26,7.0,Estadistica,83,56,67,51,65,Regular,No
256,F,18,Buenos Aires,Part-time,28,9.0,Estadistica,78,42,53,57,81,Libre,Si
257,F,29,Jujuy,Full-time,51,9.0,Estadistica,83,51,69,59,67,Regular,No
258,F,18,Buenos Aires,Part-time,25,6.0,Estadistica,94,62,49,64,57,Regular,No
259,M,35,Buenos Aires,No trabaja,0,10.0,Estadistica,92,56,63,91,85,Regular,Si
260,M,33,Santa Fe,No trabaja,0,9.0,Estadistica,67,40,45,52,50,Libre,No
261,M,21,Buenos Aires,No trabaja,0,6.0,Estadistica,88,39,38,65,75,Regular,Si
262,M,30,Santa Fe,No trabaja,0,19.0,Estadistica,91,72,88,77,88,Promocion,Si
263,F,29,Mendoza,No trabaja,0,10.0,Estadistica,88,54,78,71,70,Regular,Si
264,M,28,Buenos Aires,Full-time,43,0.0,Estadistica,71,35,59,31,34,Libre,No
265,M,20,Buenos Aires,No trabaja,0,6.0,Estadistica,76,55,66,62,47,Libre,No
266,F,22,Tucuman,Full-time,50,1.0,Estadistica,91,46,66,47,63,Regular,No
267,F,26,Buenos Aires,No trabaja,0,8.0,Estadistica,68,39,60,33,49,Libre,No
268,M,25,Misiones,No trabaja,0,11.0,Estadistica,86,66,59,74,77,Regular,Si
269,F,29,Cordoba,No trabaja,0,17.0,Estadistica,87,73,60,70,68,Regular,No
270,F,18,Mendoza,No trabaja,0,17.0,Estadistica,79,84,66,58,68,Libre,No
271,F,25,Jujuy,Full-time,30,4.0,Estadistica,75,59,33,55,57,Libre,No
272,F,34,Buenos Aires,Part-time,29,10.0,Estadistica,83,60,62,75,65,Regular,No
273,F,47,Buenos Aires,Part-time,21,6.0,Estadistica,76,48,53,44,55,Libre,No
274,F,36,Buenos Aires,Part-time,16,9.0,Estadistica,72,50,40,76,56,Libre,No
275,F,19,Entre Rios,Part-time,16,9.0,Estadistica,76,53,56,60,59,Libre,No
276,F,21,Buenos Aires,No trabaja,0,13.0,Estadistica,93,82,65,68,61,Regular,No
277,F,19,Entre Rios,No trabaja,0,6.0,Estadistica,89,70,65,72,63,Regular,No
278,F,27,CABA,No trabaja,0,5.0,Estadistica,95,80,69,71,66,Regular,No
279,M,36,Buenos Aires,Full-time,37,5.0,Estadistica,74,70,69,45,79,Libre,Si
280,M,28,CABA,No trabaja,0,10.0,Estadistica,100,69,75,55,51,Regular,No
281,F,39,Cordoba,Full-time,48,5.0,Estadistica,78,41,46,50,71,Libre,Si
282,M,36,Entre Rios,No trabaja,0,16.0,Estadistica,90,85,82,59,74,Regular,Si
283,M,18,Chaco,No trabaja,0,6.0,Estadistica,99,43,61,61,66,Regular,No
284,M,27,Buenos Aires,Full-time,43,9.0,Estadistica,90,62,68,72,63,Regular,No
285,M,18,Cordoba,Part-time,17,10.0,Estadistica,100,74,69,58,83,Regular,Si
286,M,18,Buenos Aires,Part-time,24,5.0,Estadistica,80,48,65,49,64,Regular,No
287,F,37,Buenos Aires,No trabaja,0,15.0,Estadistica,88,81,82,83,71,Promocion,Si
288,M,41,Buenos Aires,Part-time,17,8.0,Estadistica,82,57,60,71,84,Regular,Si
289,M,23,Cordoba,No trabaja,0,4.0,Estadistica,83,62,70,58,56,Regular,No
290,M,18,Buenos Aires,Full-time,44,12.0,Estadistica,98,74,70,78,87,Promocion,Si
291,M,18,Buenos Aires,No trabaja,0,15.0,Estadistica,89,63,87,73,85,Regular,Si
292,F,39,Santa Fe,Full-time,46,8.0,Estadistica,97,47,53,73,67,Regular,No
293,M,24,Buenos Aires,Full-time,39,6.0,Estadistica,87,47,68,67,62,Regular,No
294,M,18,Entre Rios,Part-time,18,15.0,Estadistica,93,81,63,75,71,Regular,Si
295,M,18,Buenos Aires,Part-time,23,14.0,Estadistica,94,71,81,74,69,Promocion,No
296,M,25,Buenos Aires,No trabaja,0,9.0,Estadistica,83,64,54,74,70,Regular,Si
297,F,37,Misiones,Full-time,47,8.0,Estadistica,89,76,65,67,56,Regular,No
298,F,27,Buenos Aires,No trabaja,0,8.0,Estadistica,83,44,47,46,51,Regular,No
299,F,21,Tucuman,No trabaja,0,6.0,Estadistica,94,43,77,51,65,Regular,No
300,M,37,Salta,Part-time,26,3.0,Estadistica,89,55,66,36,56,Regular,No
301,F,21,La Pampa,Part-time,18,8.0,Estadistica,73,35,62,63,57,Libre,No
302,F,22,Cordoba,Full-time,44,3.0,Estadistica,69,46,35,25,35,Libre,No
303,M,36,Rio Negro,No trabaja,0,16.0,Estadistica,100,85,89,94,78,Promocion,Si
304,M,23,Tierra del Fuego,Full-time,41,4.0,Estadistica,69,47,54,57,55,Libre,No
305,M,26,Chaco,No trabaja,0,14.0,Estadistica,99,76,56,80,73,Regular,Si
306,F,28,Cordoba,No trabaja,0,10.0,Estadistica,78,62,50,65,71,Libre,Si
307,F,18,Rio Negro,Part-time,7,5.0,Estadistica,92,55,68,54,53,Regular,No
308,M,27,Jujuy,No trabaja,0,3.0,Estadistica,93,49,38,51,48,Regular,No
309,M,38,Tucuman,Full-time,38,,Estadistica,98,71,70,72,67,Promocion,No
310,M,25,Buenos Aires,Full-time,42,10.0,Estadistica,98,71,65,75,53,Regular,No
311,F,26,Chaco,No trabaja,0,18.0,Estadistica,93,66,73,72,76,Regular,Si
312,F,33,Cordoba,Full-time,42,3.0,Estadistica,82,58,52,51,74,Regular,Si
313,M,24,Buenos Aires,Full-time,32,6.0,Estadistica,69,52,54,34,47,Libre,No
314,F,47,CABA,No trabaja,0,9.0,Estadistica,100,78,66,64,73,Regular,Si
315,M,19,Corrientes,Full-time,45,6.0,Estadistica,55,39,51,41,51,Libre,No
316,F,35,Buenos Aires,Part-time,11,5.0,Estadistica,67,43,52,35,55,Libre,No
317,F,18,Santa Fe,Full-time,38,10.0,Estadistica,75,53,57,48,48,Libre,No
318,M,30,San Juan,No trabaja,0,12.0,Estadistica,96,91,68,63,88,Regular,Si
319,F,29,Rio Negro,Part-time,10,14.0,Estadistica,81,88,60,79,58,Regular,No
320,F,18,Buenos Aires,Part-time,15,2.0,Estadistica,87,56,49,53,50,Regular,No
321,F,19,Buenos Aires,Full-time,37,5.0,Estadistica,76,49,42,49,58,Libre,No
322,M,19,Tucuman,Part-time,15,14.0,Estadistica,97,79,87,72,82,Promocion,Si
323,F,18,San Juan,Part-time,15,8.0,Estadistica,86,63,55,57,66,Regular,No
324,F,37,San Juan,No trabaja,0,8.0,Estadistica,67,47,57,33,43,Libre,No
325,F,20,Buenos Aires,No trabaja,0,4.0,Estadistica,82,69,84,50,49,Regular,No
326,F,23,Buenos Aires,Part-time,20,7.0,Estadistica,92,56,65,53,67,Regular,No
327,F,29,CABA,No trabaja,0,7.0,Estadistica,93,48,49,64,55,Regular,No
328,M,27,Cordoba,No trabaja,0,18.0,Estadistica,96,63,85,62,75,Regular,Si
329,F,24,Cordoba,No trabaja,0,13.0,Estadistica,80,53,82,80,65,Regular,No
330,M,36,Buenos Aires,Full-time,41,12.0,Estadistica,89,73,61,57,77,Regular,Si
331,F,18,Santa Fe,No trabaja,0,0.0,Estadistica,74,49,58,50,64,Libre,No
332,M,29,Buenos Aires,No trabaja,0,6.0,Estadistica,85,75,55,75,55,Regular,No
333,M,19,Buenos Aires,Part-time,16,8.0,Estadistica,83,57,60,58,56,Regular,No
334,M,23,Santa Fe,Part-time,30,12.0,Estadistica,92,85,75,63,68,Regular,No
335,M,19,Rio Negro,No trabaja,0,12.0,Estadistica,100,91,79,86,91,Promocion,Si
336,M,28,Chaco,No trabaja,0,10.0,Estadistica,95,59,94,64,88,Regular,Si
337,F,20,Misiones,Part-time,22,12.0,Estadistica,71,54,57,71,77,Libre,Si
338,F,27,Rio Negro,Full-time,41,6.0,Estadistica,81,40,60,61,72,Regular,Si
339,F,21,Buenos Aires,Full-time,49,0.0,Estadistica,67,38,56,46,68,Libre,No
340,F,21,Rio Negro,Part-time,21,13.0,Estadistica,92,69,55,77,81,Regular,Si
341,F,29,Cordoba,Part-time,18,10.0,Estadistica,82,71,71,66,60,Regular,No
342,F,24,Santa Fe,Full-time,50,5.0,Estadistica,77,42,44,58,73,Libre,Si
343,F,18,Santa Fe,No trabaja,0,16.0,Estadistica,78,60,71,76,79,Libre,Si
344,X,25,Buenos Aires,Part-time,29,1.0,Estadistica,89,59,35,51,65,Regular,No
345,M,18,Buenos Aires,Part-time,13,4.0,Estadistica,57,14,56,44,44,Libre,No
346,M,33,Santa Fe,Full-time,41,13.0,Estadistica,77,67,69,53,66,Libre,No
347,M,18,Tucuman,No trabaja,0,6.0,Estadistica,82,47,63,50,63,Regular,No
348,F,35,Buenos Aires,Part-time,25,3.0,Estadistica,80,66,50,43,63,Regular,No
349,F,26,Tierra del Fuego,No trabaja,0,16.0,Estadistica,98,62,98,93,90,Regular,Si
350,F,29,Rio Negro,Part-time,21,16.0,Estadistica,100,76,80,79,76,Promocion,Si
351,F,18,Mendoza,No trabaja,0,18.0,Estadistica,76,82,77,61,86,Libre,Si
352,F,30,Buenos Aires,No trabaja,0,11.0,Estadistica,69,33,58,55,72,Libre,Si
353,F,34,Buenos Aires,No trabaja,0,18.0,Estadistica,100,78,75,88,79,Promocion,Si
354,M,33,Tucuman,Part-time,10,16.0,Estadistica,59,61,67,39,64,Libre,No
355,M,29,Tucuman,Part-time,18,10.0,Estadistica,97,50,66,48,57,Regular,No
356,F,26,Misiones,No trabaja,0,13.0,Estadistica,91,74,88,54,90,Regular,Si
357,M,18,Cordoba,No trabaja,0,15.0,Estadistica,77,64,68,60,73,Libre,Si
358,M,26,CABA,Part-time,11,20.0,Estadistica,96,90,65,86,83,Regular,Si
359,M,43,Buenos Aires,Part-time,20,9.0,Estadistica,87,75,67,53,43,Regular,No
360,F,24,Mendoza,No trabaja,0,5.0,Estadistica,79,65,61,56,71,Libre,Si
361,M,18,Tucuman,No trabaja,0,3.0,Estadistica,79,49,39,43,44,Libre,No
362,F,18,Buenos Aires,No trabaja,0,14.0,Estadistica,84,53,67,72,81,Regular,Si
363,F,29,Buenos Aires,Part-time,20,10.0,Estadistica,70,44,66,49,47,Libre,No
364,F,41,Buenos Aires,Part-time,22,3.0,Estadistica,80,66,42,45,63,Regular,No
365,M,23,Buenos Aires,Part-time,18,5.0,Estadistica,67,51,61,44,49,Libre,No
366,M,32,Buenos Aires,No trabaja,0,10.0,Estadistica,75,62,68,53,73,Libre,Si
367,M,38,Chaco,Part-time,13,,Estadistica,81,84,69,69,61,Regular,No
368,M,32,Buenos Aires,No trabaja,0,17.0,Estadistica,97,60,90,86,78,Regular,Si
369,F,26,Rio Negro,Part-time,27,4.0,Estadistica,62,28,64,46,47,Libre,No
370,F,25,Salta,Part-time,19,13.0,Estadistica,84,57,64,78,82,Regular,Si
371,F,36,CABA,No trabaja,0,8.0,Estadistica,78,52,74,49,62,Libre,No
372,F,18,Buenos Aires,Part-time,16,14.0,Estadistica,100,83,72,60,62,Regular,No
373,M,41,Rio Negro,No trabaja,0,10.0,Estadistica,73,44,50,55,44,Libre,No
374,M,22,Buenos Aires,Part-time,24,12.0,Estadistica,77,66,56,49,73,Libre,Si
375,F,19,Corrientes,Part-time,17,10.0,Estadistica,79,45,48,74,66,Libre,No
376,M,22,Entre Rios,Part-time,25,3.0,Estadistica,94,64,59,71,63,Regular,No
377,F,31,Buenos Aires,Part-time,11,13.0,Estadistica,84,79,59,71,57,Regular,No
378,F,21,Cordoba,No trabaja,0,15.0,Estadistica,95,64,79,96,72,Regular,Si
379,M,27,Buenos Aires,No trabaja,0,16.0,Estadistica,96,82,69,66,81,Regular,Si
380,F,18,Buenos Aires,No trabaja,0,12.0,Estadistica,80,70,70,84,76,Promocion,Si
381,M,26,Salta,Part-time,20,6.0,Estadistica,71,49,55,65,43,Libre,No
382,M,38,Misiones,Full-time,34,6.0,Estadistica,86,73,69,62,83,Regular,Si
383,F,39,Buenos Aires,Full-time,44,7.0,Estadistica,84,71,69,61,64,Regular,No
384,M,28,Neuquen,No trabaja,0,13.0,Estadistica,80,67,77,76,70,Regular,Si
385,M,31,Chaco,Full-time,42,11.0,Estadistica,99,67,82,60,83,Regular,Si
386,F,29,Tierra del Fuego,No trabaja,0,2.0,Estadistica,76,41,63,48,45,Libre,No
387,F,29,Cordoba,Part-time,32,2.0,Estadistica,60,51,57,35,35,Libre,No
388,F,43,Buenos Aires,No trabaja,0,10.0,Estadistica,76,58,54,69,76,Libre,Si
389,M,29,Chaco,No trabaja,0,13.0,Estadistica,95,75,68,64,85,Regular,Si
390,M,25,Cordoba,No trabaja,0,13.0,Estadistica,100,76,79,97,68,Promocion,No
391,M,34,Cordoba,Part-time,12,11.0,Estadistica,65,40,73,51,52,Libre,No
392,F,28,Neuquen,No trabaja,0,16.0,Estadistica,94,78,93,80,81,Promocion,Si
393,M,19,Chaco,No trabaja,0,7.0,Estadistica,72,57,62,42,62,Libre,No
394,M,24,Neuquen,Part-time,18,14.0,Estadistica,90,65,41,71,70,Regular,Si
395,M,29,Buenos Aires,Part-time,18,9.0,Estadistica,77,60,63,59,73,Libre,Si
396,F,29,San Juan,No trabaja,0,17.0,Estadistica,78,79,61,66,66,Libre,No
397,F,28,Cordoba,Part-time,17,19.0,Estadistica,90,70,79,84,81,Promocion,Si
398,F,24,CABA,Part-time,17,2.0,Estadistica,83,58,70,58,44,Regular,No
399,X,23,Neuquen,No trabaja,0,4.0,Estadistica,95,70,61,62,57,Regular,No
400,F,40,Mendoza,No trabaja,0,13.0,Estadistica,77,61,62,62,76,Libre,Si
401,F,25,Tucuman,Part-time,17,15.0,Estadistica,100,97,74,90,75,Promocion,Si
402,F,26,Buenos Aires,Part-time,16,13.0,Estadistica,81,58,64,60,64,Regular,No
403,M,26,Santa Fe,No trabaja,0,9.0,Estadistica,96,71,73,68,64,Regular,No
404,M,21,Entre Rios,Full-time,37,0.0,Estadistica,83,54,47,39,48,Regular,No
405,M,28,Tucuman,Part-time,17,3.0,Estadistica,84,64,58,44,50,Regular,No
406,F,18,Cordoba,No trabaja,0,20.0,Estadistica,90,85,84,70,73,Promocion,Si
407,M,41,Misiones,Part-time,13,10.0,Estadistica,68,40,59,38,61,Libre,No
408,F,20,Misiones,No trabaja,0,9.0,Estadistica,93,42,80,79,63,Regular,No
409,F,36,Santa Fe,Part-time,26,3.0,Estadistica,95,62,59,56,58,Regular,No
410,F,18,Buenos Aires,No trabaja,0,0.0,Estadistica,84,49,52,58,66,Regular,No
411,M,31,San Juan,Full-time,41,5.0,Estadistica,77,63,41,45,42,Libre,No
412,M,23,Buenos Aires,No trabaja,0,6.0,Estadistica,77,46,54,64,63,Libre,No
413,F,33,Entre Rios,No trabaja,0,17.0,Estadistica,100,87,77,86,61,Promocion,No
414,F,22,Santa Fe,No trabaja,0,12.0,Estadistica,88,71,65,71,58,Regular,No
415,M,37,Mendoza,Part-time,19,6.0,Estadistica,82,55,47,48,67,Regular,No
416,M,21,Misiones,No trabaja,0,9.0,Estadistica,80,55,70,39,78,Regular,Si
417,M,37,Santa Fe,Full-time,43,7.0,Estadistica,85,70,59,57,66,Regular,No
418,F,35,Cordoba,No trabaja,0,9.0,Estadistica,81,71,60,57,66,Regular,No
419,M,27,Santa Fe,No trabaja,0,9.0,Estadistica,83,55,43,53,56,Regular,No
420,M,18,Misiones,Full-time,33,6.0,Estadistica,72,61,50,46,70,Libre,Si
421,M,32,Cordoba,No trabaja,0,11.0,Estadistica,76,56,62,69,59,Libre,No
422,F,20,Buenos Aires,No trabaja,0,3.0,Estadistica,69,61,53,40,45,Libre,No
423,F,18,Tucuman,No trabaja,0,14.0,Estadistica,73,64,59,54,76,Libre,Si
424,M,39,CABA,Part-time,16,12.0,Estadistica,97,75,52,67,66,Regular,No
425,F,18,San Luis,Part-time,28,12.0,Estadistica,80,77,74,60,83,Regular,Si
426,M,35,Buenos Aires,Part-time,25,7.0,Estadistica,84,45,56,62,71,Regular,Si
427,F,41,San Luis,No trabaja,0,12.0,Estadistica,82,56,69,75,52,Regular,No
